8846,occ,,,572,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Meramecian,,345,336,Broadhead,1976,20393,Echinodermata,Echinoidea,,,,,,R,category,-85.25,34.75,,"Michelinia-Rugosa community, Floyd Shale",,,US,Georgia,,based on political unit,minutes,,"according to xeroxed map from reference, this community occurs mainly in Chattooga, Walker and Catoosa Cos., GA.; coordinates estimated based on the approximate locations of the counties listed relative to each other.",gp_mid,-52.89,-33.34,101,US,,Floyd Shale,,,,,,,,,,,"""Upper Miss.""",,"""carbonate""",Carbonate,ooidal,,,,,,,,,"reef, buildup or bioherm",,"""carb buildups on shelf. char. of carb bank facies. shallower than PSF communities. turbulent. BA3""",macrofossils,,,,,,,,body,,,,,,,,,,,,,paleoecologic,,,,,,,,,"""Broadhead, 1976""  Abundance catagories D= 75% specimens, A= 10-30%, C= 2-10%, R< 2%""",marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Floyd Shale,,,,"""carbonate""",ooidal,,,,,,,,,Visean,"T. W. Broadhead. 1976. Depositional systems and marine benthic communities in the Floyd Shale, Upper Mississippian, northwest Georgia. Structure and classification of paleo-communities"
36619,occ,,,2713,Archaeocidaris norwoodi,species,32741,species not entered,Archaeocidaris,,genus,32741,Meramecian,,345,336,Taylor,1968,90,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Archaeocidaridae,Archaeocidaris,,,,,-85.441666,37.308334,,"Salem Ls., Taylor and Green Cos., KY",,,US,Kentucky,Taylor and Green,based on political unit,seconds,local area,"Sites in Taylor and Green Counties, south-central Kentucky.; coordinates represent an approximate midpoint for the region of Green and Taylor Counties.",gp_mid,-50.46,-31.8,101,US,,Salem Limestone,,,formation,,,,,,,,Upper Mississippian,,"""carbonate""",Carbonate,gray,lithified,,,lime mudstone,,,,,basinal (carbonate),cratonic basin,,,,,,,,,,body,,,,,,,,,,,,,taxonomic,"mechanical,peel or thin section,field collection",,,,,,,,This list is a compilation of three tables of fauna collected from the entire Salem Limestone.,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Salem Limestone,,,,"""carbonate""",gray,lithified,,,lime mudstone,,,,,Visean,R. S. Taylor. 1968. Paleontology and Lithology of the Salem Limestone (Mississippian) in South-Central Kentucky. The Compass of Sigma Gamma Epsilon 46(1):46-54
36758,occ,,,2774,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Brigantian,Pendleian,336,318.1,Simonsen,1988,121,Echinodermata,Echinoidea,,,,,,,,-79.616669,41.030556,"""indet. spines""  - originally entered as ""Echinoidea indet. spines""","Wymps Gap Ls. Member, Mauch Chunk Fm., J. V. Thompson Quarry, Fayette Co., PA",,,US,Pennsylvania,Fayette,based on political unit,seconds,outcrop,"The J. V. Thompson quarry is located about 11 km east of Uniontown, PA, on the north side of U. S. Route 40 about 1.6 km west of Chalk Hill.; coordinates based on location relative to Chalkhill (correct spelling) and Uniontown, PA.",gp_mid,-31.52,-24.26,101,US,,Mauch Chunk,,Wymps Gap,member,,,,,,,,"Upper Mississippian.  ""The Wymps Gap Limestone Member is a thin, marine tongue extending from the Union Limestone (Chesterian) in West Virginia.""\r\nJA: originally entered as ""Chesterian,"" but based on conodont stratigraphy this collection is specifically ""pre-Glen Dean"" in age (Horowitz and Rexroad 1972) and therefore Brigantian or Pendleian",,"""carbonate""",Carbonate,,lithified,,,"""shale""",,,,,offshore shelf,cratonic basin,,,,,,,,,,,,,,,,,,,,,,,paleoecologic,field collection,,,,,,,,,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Mauch Chunk,,Wymps Gap,,"""carbonate""",,lithified,,,"""shale""",,,,,-,"A. H. Simonsen. 1988. Chesterian (Mississippian) Fossil Site in the Mauch Chunk Formation Chalk Hill, Pennsylvania. Northeastern Geology 10(1):50-56"
154549,occ,,,13721,n. gen. Silurocidaris n. sp. clavata,species,33516,species not entered,Silurocidaris,,genus,33516,Gorstian,Ludfordian,427.4,423,Regnell,1956,6143,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Archaeocidaridae,Silurocidaris,,,,,18.433332,57.533333,,Echinoids of the Hemse Group on Gotland,,,SE,Gotland,,based on political unit,minutes,local area,,gp_mid,-44.87,1.81,302,SE,,Hemse Beds,,,group of beds,,,,,,,,,"Ref. 11073: ""Hemse Beds (90m): In the eastern part of Gotland reef mounds and biodetritic limestones formed a carbonate platform, similar to that of the Klinteberg Beds, but not extending so far to the west....In this area shallow marine carbonate formations make up the majority of the Hemse Beds. The intensively bioturbated, pellet-rich micritic limestones with a restricted marine fauna were probably deposity in a sheltered bay...These are overlain by extensive stromatopore biostromes with abrasion surfaces and intrasilurian sea stacks which show several episodes of erosion and emersion. To the west the carbonate platform borders on a shelf basin area where micritic limestone marl-alternations were deposited. Higher up in the section these ""Hemse Marls"" expanded to the east and covered the major portion of the area...""","""carbonate""",Carbonate,,,,,marl,,,,,marine indet.,,,,,,,,,,,,,,,,,,,,,,,,taxonomic,,,,,,,,,,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Hemse Beds,,,"Ref. 11073: ""Hemse Beds (90m): In the eastern part of Gotland reef mounds and biodetritic limestones formed a carbonate platform, similar to that of the Klinteberg Beds, but not extending so far to the west....In this area shallow marine carbonate formations make up the majority of the Hemse Beds. The intensively bioturbated, pellet-rich micritic limestones with a restricted marine fauna were probably deposity in a sheltered bay...These are overlain by extensive stromatopore biostromes with abrasion surfaces and intrasilurian sea stacks which show several episodes of erosion and emersion. To the west the carbonate platform borders on a shelf basin area where micritic limestone marl-alternations were deposited. Higher up in the section these ""Hemse Marls"" expanded to the east and covered the major portion of the area...""","""carbonate""",,,,,marl,,,,,Ludfordian,G. Regnell. 1956. Silurian echinoids from Gotland. Arkiv for Mineralogi och Geology 2(7):155-178
154550,occ,,,13721,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Gorstian,Ludfordian,427.4,423,Regnell,1956,6143,Echinodermata,Echinoidea,,,,,,,,18.433332,57.533333,,Echinoids of the Hemse Group on Gotland,,,SE,Gotland,,based on political unit,minutes,local area,,gp_mid,-44.87,1.81,302,SE,,Hemse Beds,,,group of beds,,,,,,,,,"Ref. 11073: ""Hemse Beds (90m): In the eastern part of Gotland reef mounds and biodetritic limestones formed a carbonate platform, similar to that of the Klinteberg Beds, but not extending so far to the west....In this area shallow marine carbonate formations make up the majority of the Hemse Beds. The intensively bioturbated, pellet-rich micritic limestones with a restricted marine fauna were probably deposity in a sheltered bay...These are overlain by extensive stromatopore biostromes with abrasion surfaces and intrasilurian sea stacks which show several episodes of erosion and emersion. To the west the carbonate platform borders on a shelf basin area where micritic limestone marl-alternations were deposited. Higher up in the section these ""Hemse Marls"" expanded to the east and covered the major portion of the area...""","""carbonate""",Carbonate,,,,,marl,,,,,marine indet.,,,,,,,,,,,,,,,,,,,,,,,,taxonomic,,,,,,,,,,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Hemse Beds,,,"Ref. 11073: ""Hemse Beds (90m): In the eastern part of Gotland reef mounds and biodetritic limestones formed a carbonate platform, similar to that of the Klinteberg Beds, but not extending so far to the west....In this area shallow marine carbonate formations make up the majority of the Hemse Beds. The intensively bioturbated, pellet-rich micritic limestones with a restricted marine fauna were probably deposity in a sheltered bay...These are overlain by extensive stromatopore biostromes with abrasion surfaces and intrasilurian sea stacks which show several episodes of erosion and emersion. To the west the carbonate platform borders on a shelf basin area where micritic limestone marl-alternations were deposited. Higher up in the section these ""Hemse Marls"" expanded to the east and covered the major portion of the area...""","""carbonate""",,,,,marl,,,,,Ludfordian,G. Regnell. 1956. Silurian echinoids from Gotland. Arkiv for Mineralogi och Geology 2(7):155-178
431104,occ,,,42094,Archaeocidaris sp.,genus,32741,,Archaeocidaris,,genus,32741,Wordian,Capitanian,268.8,259.9,Termier et al.,1977,11209,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,Archaeocidaridae,Archaeocidaris,,,,,10.241667,33.408333,,"""Small Biomicrite Banks"", Merbah el Oussif Series, Djebel Tebaga",42092,,TN,Madanin,,estimated from map,seconds,local area,Djebel Tebaga ridge runs from 33°22' N/10°11' E to 33°27' N/10°18' E - coordinates based on centre of outcrop.,gp_mid,20.99,-1.52,715,TN,,,,,member,,,,,,,,"Middle unit of Merbah el Oussif Series, a member or formation-level stratigraphic subdivision, but no details are given and it is difficult to correlate to the units established by Newell et al. (1976). If this is above the Baten beni Zid Series (as suggested in the paper), it is Capitanian, but there are many structural complications according to Newell (1976).",,"""carbonate""",Carbonate,,,,,,,,,,marine indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,"surface (float),surface (in situ),field collection",,,,,,,Fossils collected over wide area of Djebel Tebaga.,,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,,,,,"""carbonate""",,,,,,,,,,Capitanian,"H. Termier, G. Termier, and D. Vachard. 1977. Monographie paleontologique des affleurements permiens du Djebel Tebaga (Sud Tunisien). Palaeontographica Abteilung A 156(1-3):1-109"
9835,occ,,,573,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Meramecian,,345,336,Broadhead,1976,20393,Echinodermata,Echinoidea,,,,,,R,category,-85.166664,34.666668,,"Pentremites-Spirifera-Fenestellidae community, Floyd Shale",,,US,Georgia,,based on political unit,minutes,,"according to xeroxed map from reference, community occurs in Floyd, Chattooga, Walker, Whitfield, and Catoosa Cos., GA; coordinates estimated based on the approximate locations of the counties listed relative to each other.",gp_mid,-52.93,-33.44,101,US,FED,Floyd Shale,,,,,,,,,,,"""Upper Miss.""",,"""limestone""",Carbonate,,,"argillaceous,calcareous",,"""shale""",,,,,deep subtidal shelf,,"""calcareous shale, calcilutite (argillaceous ls). open marine, little agitation, prob. below wave base.""",macrofossils,,,,,,,,body,,,,,,,,,,,,,paleoecologic,,,,,,,,,"""Broadhead, 1976. Abundance categories: D= 75% specimens, A= 10-30%, C= 2-10%, R< 2%""",marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Floyd Shale,,,,"""limestone""",,,"argillaceous,calcareous",,"""shale""",,,,,Visean,"T. W. Broadhead. 1976. Depositional systems and marine benthic communities in the Floyd Shale, Upper Mississippian, northwest Georgia. Structure and classification of paleo-communities"
79151,occ,,,5755,Echinocrinus sp.,genus,63797,,Echinocrinus,,genus,63797,Kinderhookian,Osagean,358.9,342.8,Chilingar and Bissell,1957,355,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Echinocrinus,,,,,-113.598053,39.228058,,Conger Spring Anticline,,,US,Utah,Millard,estimated from map,seconds,small collection,"Near Skunk Spring, t18-19s r16-17w [sec. = ???].",gp_mid,-61.48,-13.22,101,US,FED,White Pine Shale,,Joana Limestone,group of beds,,,,,,,,Name of the formation is in debate (according to this paper).  Either Joana Limestone is a member of the White Pine Shale or it is a formation of its own.  Eastern NV stratigraphic subcommittee recommended the former.,massive cliff forming medium gray to light gray limestone that is largely medium grained (both castic and crystalline).  a thin reddish quartzite bed at the base of the sequence is conspicuous and grades upward into the shaly limestone.  the limestone has numerous chert stringers parallel with bedding and irregular chert nodules ranging 1-12 diameter.,"""limestone""",Carbonate,"shelly/skeletal,gray",lithified,cherty/siliceous,Y,sandstone,,,,,shallow subtidal indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,field collection,,,,,,,,,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,White Pine Shale,,Joana Limestone,massive cliff forming medium gray to light gray limestone that is largely medium grained (both castic and crystalline).  a thin reddish quartzite bed at the base of the sequence is conspicuous and grades upward into the shaly limestone.  the limestone has numerous chert stringers parallel with bedding and irregular chert nodules ranging 1-12 diameter.,"""limestone""","shelly/skeletal,gray",lithified,cherty/siliceous,Y,sandstone,,,,,Tournaisian,G. V. Chilingar and H. J. Bissell. 1957. Mississippian Joana Limestone of Cordilleran miogeosyncline and use of Ca/Mg ratio in correlation. Bulleting of the American Association of Petroleum Geologists 41(10):2257-2274
90873,occ,,,6773,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Brigantian,,336,326.4,Waters,1978,414,Echinodermata,Echinoidea,,,,,,4,specimens,-87.583336,34.522778,,"Pilgram's Place, sample 10, Bangor Limestone, Franklin Co., Alabama",,,US,Alabama,Franklin,based on nearby landmark,seconds,small collection,"T6S, R10W; coordinates estimated from the midpoint of T6S, R10W in Franklin Co., Alabama as no landmarks were available for the collection.",gp_mid,-45.17,-27.72,101,US,,Bangor Limestone,,,bed,,Pilgram's Place,sample 10,bottom to top,,,,Chesterian: assigned to the Brigantian by JA on 15.9.06 based on Waters pers. commun.,"well-sorted (no lithology was listed, so i assume it's a limestone considering the surrounding beds)","""limestone""",Carbonate,,,,,,,,,,shallow subtidal indet.,,,,,,,,,,,body,,,,,,,,,,,,,,"bulk,chemical,mechanical,peel or thin section,sieve,field collection",,,,,,,,,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Bangor Limestone,,,"well-sorted (no lithology was listed, so i assume it's a limestone considering the surrounding beds)","""limestone""",,,,,,,,,,Visean,"J. A. Waters. 1978. The Paleontology and Paleoecology of the Lower Bangor Limestone (Chesterian, Mississippian)in northwestern Alabama. unpublished Ph.D. dissertation, Indiana University"
92868,occ,,,6914,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Chadian,,345.3,345,Smith,1978,433,Echinodermata,Echinoidea,,,,,,1,individuals,-88.059723,36.444168,echinoid ossicles,"Sample 3 at Paris Landing, Rockford Limestone, Stewart Co., TN",,IU 14651,US,Tennessee,Stewart,based on nearby landmark,seconds,small collection,"just south of US 79 at the east end of the Scott Fitzhugh Bridge which crosses Kentucky Lake, in the NW portion of Stewart Co.; 30m south of the highway, a secondary road intersects with a frontage road--on the SE corner of this intersection is a glade with the outcrop exposure; equivalent to Conkin and Conkin (1975) locality 11; coordinates based on the location of the Scott Fitzhugh Bridge in Stewart County.",gp_mid,-53.99,-31.4,101,US,FED,Borden,,New Providence Shale,bed,Gnathodus texanus,Paris Landing,3,bottom to top,,,,"JA: originally entered as ""Osage"" and from the Rockford Limestone Formation, which is Chadian, within the Gnathodus texanus zone, and a unit of the lower New Providence Shale Member of the Borden Formation according to Work and Mason (2004)","nodular, rubbly, unevenly bedded limestone, moderate yellowish brown; slightly glauconitic; ferrugenous crusts rim many limestone nodules; light gray to yellowish gray 2 cm shale parting contains small limestone nodules and is very fossiliferous","""limestone""",Carbonate,"ferruginous,glauconitic,shelly/skeletal,red or brown",,,,"""shale""",,,,,basinal (carbonate),cratonic basin,,,,,,,,,,body,,,,,,,,,,,,,paleoecologic,"bulk,chemical,mechanical,sieve,field collection",,,366,,,,,crinoid and blastoid abundances were calculated from radial plates with each plate constituting 0.2 of an individual; isolated ossicles of asteroids and ophiuroids were identified as one individual; brachiopod abundances were taken as total complete specimens; all ostracod valves constituted 0.5 of an individual,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Borden,,New Providence Shale,"nodular, rubbly, unevenly bedded limestone, moderate yellowish brown; slightly glauconitic; ferrugenous crusts rim many limestone nodules; light gray to yellowish gray 2 cm shale parting contains small limestone nodules and is very fossiliferous","""limestone""","ferruginous,glauconitic,shelly/skeletal,red or brown",,,,"""shale""",,,,,Visean,"D. P. Smith. 1978. Paleontology and Paleoecology of the Basal New Providence Shale (Osagian: Mississippian) at Paris Landing, Tennessee. unpublished M.A. thesis, Indiana University"
93974,occ,,,7001,Echinocrinus sp.,genus,63797,,Echinocrinus,,genus,63797,Meramecian,,345,336,Bartlett and Webb,1971,437,Echinodermata,Echinoidea,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Echinocrinus,,,,,-82.25,36.75,,Hillsdale Limestone (overview),,,US,Virginia,Washington,stated in text,minutes,local area,"Area appx 78.5 sq. mi. bounded by long 82 07' 30"""" and 82 15'00"""" W, lat 36 45'00"""" N, and the VA-TN state line.",gp_mid,-49.25,-34.2,101,US,,Hillsdale Limestone,,,formation,,,,,,,,"On Geolex page, Hillsdale Limestone was assigned as member of the Greenbrier Fm. by Cardwell and others, 1968. The Greenbrier is assigned to the Meramecian - Chesterian age. The Hillsdale is directly below the Ste. Genevieve, which is listed as Chesterian (and given it's own local N. Am. stage name in Harland 1990), thus I decided that the Hillsdale Limestone is probably Late Meramec (= Holkerian - Asbian).","consists mainly of light to dark gray, dense, fine grained, partly cherty limestone. minor beds of oolitic and shaley argillaceous limestone.","""limestone""",Carbonate,"ooidal,gray",lithified,"argillaceous,cherty/siliceous",,,,,,,shallow subtidal indet.,,,,,,,,,,,"body,replaced with silica",,,,,,,,,,,,,biostratigraphic,field collection,,,,,,,,,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Hillsdale Limestone,,,"consists mainly of light to dark gray, dense, fine grained, partly cherty limestone. minor beds of oolitic and shaley argillaceous limestone.","""limestone""","ooidal,gray",lithified,"argillaceous,cherty/siliceous",,,,,,,Visean,"C. S., Jr. Bartlett and H. W. Webb. 1971. Geology of the Bristol and Wallace quadrangles, Virginia. Virginia Division of Mineral Resources Report of Investigations 25:1-93"
137301,occ,,,11561,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,Echinodermata,Echinoidea,,,,,,,,-96.336113,39.211109,,"USGS Loc. 13545, Dover LS member, Stotler LS formation",,,US,Kansas,Pottawatomie,based on nearby landmark,seconds,outcrop,"Roadside ditch, SE1/4 NE1/4 sec. 6, T. 10S, R. 10E ; coordinates based on TRS conversion.",gp_mid,-26.43,1.04,101,US,,Stotler Limestone,Wabaunsee,Dover Limestone,member,,,,,,,,Noginskian stage is equivalent to the Virgilian stage,Fusulinid tests common in limestone,"""limestone""",Carbonate,,,,Y,,,,,,marine indet.,,,,,,,,,,,,,,,,,,,,,,,,biostratigraphic,,USGS,,,,,,,,marine,Echinodermata,actively mobile,Echinoidea,epifaunal,Echinoidea,limited,Echinoidea,"grazer, deposit feeder",Echinoidea,"dispersal=water,planktonic",Echinodermata,"accretion,addition of parts",Echinodermata,,high Mg calcite,,,,Echinoidea,Stotler Limestone,Wabaunsee,Dover Limestone,Fusulinid tests common in limestone,"""limestone""",,,,Y,,,,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213"
