137884,occ,,,11670,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13447, Brownville LS member, Wood Siding formation",,,-96.425003,39.275002,gplates,101,mid,-26.46,1.13,scotese,101,mid,-27.73,-1.17,seton,not computable using this model,,,,US,,Wood Siding,Wabaunsee,Brownville Limestone,"Limestone, medium-hard, gray to light-brown, weathers blocky to nodular.","""limestone""","gray,red or brown",,,Y,,,,,,"Limestone, medium-hard, gray to light-brown, weathers blocky to nodular.","""limestone""","gray,red or brown",,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",29/08/2001 10:46,29/08/2001 12:46
137900,occ,,,11671,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13640, Brownville LS member, Wood Siding formation",,,-95.902779,39.254166,gplates,101,mid,-26.12,0.91,scotese,101,mid,-27.4,-1.41,seton,not computable using this model,,,,US,,Wood Siding,Wabaunsee,Brownville Limestone,"Limestone, medium-hard, gray to light-brown, weathers blocky and to irregular plates;","""limestone""","gray,red or brown",,,Y,,,,,,"Limestone, medium-hard, gray to light-brown, weathers blocky and to irregular plates;","""limestone""","gray,red or brown",,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",29/08/2001 11:00,29/08/2001 13:00
138135,occ,,,11705,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13749, Aspinwall LS member, Onaga Shale formation",,,-96.525002,37.241669,gplates,101,mid,-27.57,-0.57,scotese,101,mid,-28.89,-2.85,seton,not computable using this model,,,,US,,Onaga Shale,Admire,Aspinwall Limestone,"Shale, clayey, calcareous, gray, thin-bedded; calcium carbonate nodules",claystone,gray,,calcareous,Y,,,,,,"Shale, clayey, calcareous, gray, thin-bedded; calcium carbonate nodules",claystone,gray,,calcareous,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",31/08/2001 10:59,31/08/2001 12:59
138297,occ,,,11731,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 14888, Falls City Limestone formation",,,-96.120834,38.668056,gplates,101,mid,-26.57,0.49,scotese,101,mid,-27.86,-1.81,seton,not computable using this model,,,,US,,Falls City Limestone,Admire,,,"""limestone""",,,,Y,,,,,,,"""limestone""",,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",04/09/2001 09:53,04/09/2001 11:53
138314,occ,,,11734,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 14848, Falls City Limestone formation",,,-96.413887,37.762501,gplates,101,mid,-27.23,-0.17,scotese,101,mid,-28.53,-2.46,seton,not computable using this model,,,,US,,Falls City Limestone,Admire,,"Limestone, hard, gray-green; very fossiliferous","""limestone""","gray,green",,,Y,,,,,,"Limestone, hard, gray-green; very fossiliferous","""limestone""","gray,green",,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",04/09/2001 10:31,04/09/2001 12:31
138358,occ,,,11741,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13472, West Branch Shale member, Janesville Shale formation",,,-96.288887,39.377777,gplates,101,mid,-26.31,1.17,scotese,101,mid,-27.59,-1.14,seton,not computable using this model,,,,US,,Janesville Shale,Admire,West Branch Shale,,"""shale""",,,,Y,,,,,,,"""shale""",,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",04/09/2001 12:06,04/09/2001 14:06
138362,occ,,,11742,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13605, West Branch Shale member, Janesville Shale formation",,,-96.216667,39.049999,gplates,101,mid,-26.43,0.86,scotese,101,mid,-27.72,-1.45,seton,not computable using this model,,,,US,,Janesville Shale,Admire,West Branch Shale,Limestone (silty?),"""limestone""",,,,Y,,,,,,Limestone (silty?),"""limestone""",,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",04/09/2001 12:14,14/07/2013 21:01
138404,occ,,,11748,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13527, Five Point LS member, Janesville Shale formation",,,-96.433334,39.275002,gplates,101,mid,-26.46,1.14,scotese,101,mid,-27.74,-1.17,seton,not computable using this model,,,,US,,Janesville Shale,Admire,Five Point Limestone,"Shale, silty, calcareous, gray, thin-bedded",siltstone,gray,,calcareous,Y,,,,,,"Shale, silty, calcareous, gray, thin-bedded",siltstone,gray,,calcareous,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",05/09/2001 08:54,05/09/2001 10:54
138419,occ,,,11750,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13588, Five Point LS member, Janesville Shale formation",,,-96.176392,39.24361,gplates,101,mid,-26.31,1.01,scotese,101,mid,-27.59,-1.3,seton,not computable using this model,,,,US,,Janesville Shale,Admire,Five Point Limestone,Calcareous shale?,"""shale""",,,,Y,,,,,,Calcareous shale?,"""shale""",,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",05/09/2001 09:33,05/09/2001 11:33
138433,occ,,,11751,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13495, Five Point LS member, Janesville Shale formation",,,-96.458336,39.145832,gplates,101,mid,-26.55,1.04,scotese,101,mid,-27.82,-1.27,seton,not computable using this model,,,,US,,Janesville Shale,Admire,Five Point Limestone,"Limestone, hard, medium gray, massive, weathers light gray and blocky;","""limestone""",gray,,,Y,,,,,,"Limestone, hard, medium gray, massive, weathers light gray and blocky;","""limestone""",gray,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",05/09/2001 09:52,05/09/2001 11:52
138456,occ,,,11753,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13512, Five Point LS member, Janesville Shale formation",,,-96.369446,39.102779,gplates,101,mid,-26.51,0.96,scotese,101,mid,-27.79,-1.34,seton,not computable using this model,,,,US,,Janesville Shale,Admire,Five Point Limestone,limestone-shale-limestone sequence,"""limestone""",,,,Y,"""shale""",,,,Y,limestone-shale-limestone sequence,"""limestone""",,,,Y,"""shale""",,,,Y,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",05/09/2001 10:17,05/09/2001 12:17
138474,occ,,,11754,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13573, Five Point LS member, Janesville Shale formation",,,-96.126389,39.080002,gplates,101,mid,-26.36,0.85,scotese,101,mid,-27.64,-1.46,seton,not computable using this model,,,,US,,Janesville Shale,Admire,Five Point Limestone,calcareous? shale,"""shale""",,,,Y,,,,,,calcareous? shale,"""shale""",,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",05/09/2001 10:44,05/09/2001 12:44
138495,occ,,,11756,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13667, Five Point LS member, Janesville Shale formation",,,-96.050003,38.927776,gplates,101,mid,-26.39,0.69,scotese,101,mid,-27.67,-1.62,seton,not computable using this model,,,,US,,Janesville Shale,Admire,Five Point Limestone,calcareous? shale,"""shale""",,,,Y,,,,,,calcareous? shale,"""shale""",,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",05/09/2001 11:21,05/09/2001 13:21
138579,occ,,,11765,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13815, Five Point Shale member, Janesville Shale formation",,,-96.277779,38.029999,gplates,101,mid,-27,0.01,scotese,101,mid,-28.3,-2.29,seton,not computable using this model,,,,US,,Janesville Shale,Admire,Five Point Limestone,"25) Limestone, hard, gray, weathers gray and blocky; crinoid columnals, brachiopods, and fusulinids;\r\n24) Shale, silty, calcareous, gray, thin-bedded;\r\n23) Limestone, hard, brown, weathers tan, blocky; fractures at right angles; fossil fragments abundant, including crinoid columnals, pelecypods, bryozoans, and brachiopods;","""limestone""","gray,red or brown",,,Y,siltstone,gray,,calcareous,Y,"25) Limestone, hard, gray, weathers gray and blocky; crinoid columnals, brachiopods, and fusulinids;\r\n24) Shale, silty, calcareous, gray, thin-bedded;\r\n23) Limestone, hard, brown, weathers tan, blocky; fractures at right angles; fossil fragments abundant, including crinoid columnals, pelecypods, bryozoans, and brachiopods;","""limestone""","gray,red or brown",,,Y,siltstone,gray,,calcareous,Y,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",06/09/2001 07:18,06/09/2001 09:18
138642,occ,,,11775,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 14796, Five Point LS member, Janesville Shale formation",,,-96.57222,37.09,gplates,101,mid,-27.68,-0.68,scotese,101,mid,-29,-2.96,seton,not computable using this model,,,,US,,Janesville Shale,Admire,Five Point Limestone,"Limestone, hard, brown, massive, weathers light brown and blocky; in part fractures conchoidially; some limonite specks","""limestone""",red or brown,,,Y,,,,,,"Limestone, hard, brown, massive, weathers light brown and blocky; in part fractures conchoidially; some limonite specks","""limestone""",red or brown,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",06/09/2001 13:06,06/09/2001 15:06
138972,occ,,,11841,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13452, Unit A, Hughes Creek Shale member, Foraker LS formation",,,-96.400002,39.380001,gplates,101,mid,-26.39,1.21,scotese,101,mid,-27.66,-1.1,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Limestone, soft, argillaceous, light-brown, massive, weathers tan and blocky and to irregular nodules; limonite stains abundant; many clay balls","""limestone""",red or brown,,argillaceous,Y,,,,,,"Limestone, soft, argillaceous, light-brown, massive, weathers tan and blocky and to irregular nodules; limonite stains abundant; many clay balls","""limestone""",red or brown,,argillaceous,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",14/09/2001 09:03,14/09/2001 11:03
138977,occ,,,11843,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13450, Unit A, Hughes Creek Shale member, Foraker LS formation",,,-96.440002,39.27,gplates,101,mid,-26.47,1.14,scotese,101,mid,-27.75,-1.17,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Shale, silty, tan-gray, thin-bedded",siltstone,gray,,,Y,,,,,,"Shale, silty, tan-gray, thin-bedded",siltstone,gray,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",14/09/2001 09:24,14/09/2001 11:24
139011,occ,,,11848,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13562, Unit A, Hughes Creek Shale member, Foraker LS formation",,,-96.120003,39.07,gplates,101,mid,-26.36,0.84,scotese,101,mid,-27.64,-1.47,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,The exact lithology of this collection is uncertain. Both shale and limestone beds are present in Unit A of the Hughes Creek.,"""shale""",,,,,"""limestone""",,,,,The exact lithology of this collection is uncertain. Both shale and limestone beds are present in Unit A of the Hughes Creek.,"""shale""",,,,,"""limestone""",,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",14/09/2001 14:30,14/09/2001 16:30
139028,occ,,,11849,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13664, Unit A, Hughes Creek Shale member, Foraker LS formation",,,-96.07,38.91,gplates,101,mid,-26.41,0.68,scotese,101,mid,-27.69,-1.63,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,The lithology of this collection is uncertain. Unit A contains both limestone and shale beds. ,"""shale""",,,,,"""limestone""",,,,,The lithology of this collection is uncertain. Unit A contains both limestone and shale beds. ,"""shale""",,,,,"""limestone""",,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",14/09/2001 14:37,14/09/2001 16:37
139102,occ,,,11865,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13650, Unit B, Hughes Creek Shale member, Foraker LS formation",,,-95.879997,39.369999,gplates,101,mid,-26.05,1,scotese,101,mid,-27.33,-1.32,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,Precise lithology uncertain: both limestone and shale present in the Hughes Creek Shale member. Exact source of collection unknown but likely shale rather than limestone.,"""shale""",,,,Y,"""limestone""",,,,,Precise lithology uncertain: both limestone and shale present in the Hughes Creek Shale member. Exact source of collection unknown but likely shale rather than limestone.,"""shale""",,,,Y,"""limestone""",,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",17/09/2001 10:25,17/09/2001 12:25
139112,occ,,,11867,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13455, Unit B, Hughes Creek Shale member, Foraker LS formation",,,-96.400002,39.380001,gplates,101,mid,-26.39,1.21,scotese,101,mid,-27.66,-1.1,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Shale, clayey, slightly calcareous, dark-gray, weathers gray, thin-bedded",claystone,gray,,calcareous,Y,,,,,,"Shale, clayey, slightly calcareous, dark-gray, weathers gray, thin-bedded",claystone,gray,,calcareous,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",17/09/2001 10:49,17/09/2001 12:49
139159,occ,,,11875,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13481, Unit B, Hughes Creek Shale member, Foraker LS formation",,,-96.57,39.189999,gplates,101,mid,-26.6,1.12,scotese,101,mid,-27.87,-1.19,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Shale, silty, calcareous, gray, blocky; limonite stains in lower part",siltstone,gray,,calcareous,Y,,,,,,"Shale, silty, calcareous, gray, blocky; limonite stains in lower part",siltstone,gray,,calcareous,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",18/09/2001 08:07,18/09/2001 10:07
139167,occ,,,11876,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13482, Unit B, Hughes Creek Shale member, Foraker LS formation",,,-96.57,39.189999,gplates,101,mid,-26.6,1.12,scotese,101,mid,-27.87,-1.19,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Shale, silty, slightly calcareous, olive-drab, weathers gray, thin-bedded",siltstone,,,calcareous,Y,,,,,,"Shale, silty, slightly calcareous, olive-drab, weathers gray, thin-bedded",siltstone,,,calcareous,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",18/09/2001 08:16,18/09/2001 10:16
139192,occ,,,11879,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13594, Unit B, Hughes Creek Shale member, Foraker LS formation",,,-96.309998,39.139999,gplates,101,mid,-26.45,0.97,scotese,101,mid,-27.73,-1.34,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Unit B of the Hughes Creek consists of alternating beds of shale and limestone. The exact lithology is uncertain, but is likely shale rather than limestone.","""shale""",,,,Y,,,,,,"Unit B of the Hughes Creek consists of alternating beds of shale and limestone. The exact lithology is uncertain, but is likely shale rather than limestone.","""shale""",,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",18/09/2001 08:45,18/09/2001 10:45
139230,occ,,,11886,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13799, Unit B, Hughes Creek Shale member, Foraker LS formation",,,-96.480003,37.540001,gplates,101,mid,-27.39,-0.33,scotese,101,mid,-28.7,-2.62,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Shale, silty, calcareous, gray, thin-bedded",siltstone,gray,,calcareous,Y,,,,,,"Shale, silty, calcareous, gray, thin-bedded",siltstone,gray,,calcareous,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",18/09/2001 12:57,18/09/2001 14:57
139237,occ,,,11889,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 13760, Unit B, Hughes Creek Shale member, Foraker LS formation",,,-96.540001,37.25,gplates,101,mid,-27.58,-0.55,scotese,101,mid,-28.89,-2.84,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Limestone, medium-hard, gray, weathers blocky in lower part, cavernous in upper part.","""limestone""",gray,,,Y,,,,,,"Limestone, medium-hard, gray, weathers blocky in lower part, cavernous in upper part.","""limestone""",gray,,,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",18/09/2001 13:18,18/09/2001 15:18
139248,occ,,,11891,Echinoidea indet.,class,32733,,Echinoidea,,class,168786,Noginian,,301.2,300.2,Mudge et al.,1962,4157,No,Echinodermata,Echinoidea,,,,,high Mg calcite,,,,"USGS Loc. 14801, Unit B, Hughes Creek Shale member, Foraker LS formation",,,-96.57,37.09,gplates,101,mid,-27.68,-0.68,scotese,101,mid,-29,-2.96,seton,not computable using this model,,,,US,,Foraker Limestone,Council Grove,Hughes Creek Shale,"Limestone, hard to medium-hard, gray, massive, weathers blocky; locally porous; chert lenses 4.5 ft. from base, weathers to thin irregular beds","""limestone""",gray,,cherty/siliceous,Y,,,,,,"Limestone, hard to medium-hard, gray, massive, weathers blocky; locally porous; chert lenses 4.5 ft. from base, weathers to thin irregular beds","""limestone""",gray,,cherty/siliceous,Y,,,,,,marine indet.,,,Gzhelian,"M. R. Mudge, E. L. Yochelson, and R. C. Douglas, H. Duncan, H. L. Strimple, M. Gordon, Jr, D. H. Dunkle. 1962. Stratigraphy and Paleontology of the Uppermost Pennsylvanian and Lowermost Permian Rocks in Kansas. United States Geological Survey Professional Paper 323:1-213",18/09/2001 13:54,18/09/2001 15:54
